movies,full_situation
"['Toy Story', 'Finding Nemo']","I like lighter fun movies from the 1990s but especially from the early 2000s. I'm talking animated films, super hero films and comedies Why did you accept the movie? Hi! I sure hope you can help me find a good movie to watch! Finding Nemo may be something a little more adventurous for the liking. I sure hope I can too. Which sort of movies do you enjoy? It's an animated film which I like and similar to the other animated films I've liked. RECOMMEND Toy Story It's another animated film like the ones I've liked and the year of release is closer to the ones I liked. ACCEPT. Why did you accept the movie? RECOMMEND Finding Nemo Why did you recommend this movie? Why did you recommend this movie? I recommended this particular film because it is an animated film from that range of years the seeker requested. ACCEPT."
"['Spider-Man', 'Finding Nemo']","It is a great movie. ACCEPT. RECOMMEND Finding Nemo RECOMMEND Spider-Man It is animated. Thats a good one but the hero is a bit of a wimp, I like heroes to be tough! Hi! I really like animated comedies. I also like superhero movies Why did you recommend this movie? Hello, what kind of movies do you like? That movie sounds awesome! I think ill give it a watch Why did you recommend this movie? It is a superhero movie. Why did you accept the movie? I really like animated comedies in the vein of disney or pixar type things."
"['Lost in Translation', 'Goodfellas (styled as GoodFellas)', 'Airplane! (titled Flying High! in Australia, New Zealand, South Africa, Japan and the Philippines)']","I've heard of this movie and I do like crime movies. Why did you accept the movie? Why did you recommend this movie? ACCEPT. The movie is not listed as a comedy but it has some funny moments Why did you accept the movie? Why did you accept the movie? How about older movies too? Hi, I absolutely love comedy, such as Knocked Up. The only real comedy on my list I like a few movies in early 90's. Why did you recommend this movie? ACCEPT. ACCEPT. RECOMMEND Airplane! (titled Flying High! in Australia, New Zealand, South Africa, Japan and the Philippines) RECOMMEND Goodfellas (styled as GoodFellas) I found another comedy on my list that I overlooked, I think you will love this one? This sounds like a great movie, anything with Billy Murray and Scarlett Johansson. Why did you recommend this movie? RECOMMEND Lost in Translation I haven't seen this movie but it is comedy and I would be interested in watching it."
['Memento'],"i like films directed by christopher nolan. RECOMMEND Memento good thriller that's tough. i like mostly movies from the 90s and 2000s. but i also like a western comedy that is from 1974 i like some blockbusters, and different sorts of genres. i like drama, action, western comedy, science fiction and computer animated adventure Why did you accept the movie? hi, can you give me some movie recommendations? Why did you recommend this movie? ACCEPT. do you like american or european film? sure, what genres do you prefer? what era do you prefer? i like american films."
['Die Hard'],That doesn't help Why did you accept the movie? It seems like it would be action packed. Cool. What else do you like? Well I also like movies that have superheroes. Anything with a lot of action. Why did you recommend this movie? I like martial art films that feature well known actors like Bruce Lee. RECOMMEND Die Hard Mostly modern movies that were made in the 2000's. ACCEPT. Action movie
['Pulp Fiction'],"Why did you accept the movie? I love quentin tarantino! Interested to see what it is! RECOMMEND Pulp Fiction Why did you recommend this movie? Ok, i have the perfect film. Hello! I am looking for movie recommendations! I like crime and comedy movies! The seeker asked for a comedy crime movie. ACCEPT."
"['Amazing Grace', 'My Fair Lady', 'Not Without My Daughter']","It is a drama based on real life. RECOMMEND My Fair Lady Why did you recommend this movie? One more question. Is there a certain decade you like your movies set in? RECOMMEND Amazing Grace I'm kind of all over the place from the 70s to 2008. I do like movies based on books or real life situations. ACCEPT. Sure. What do you typically enjoy watching? I've mostly watched American films, but that may be ok. Why did you accept the movie? Fits the musical drama a bit. Not sure about the comedy element. ACCEPT. How do you feel about british-american films? Drama, Comedy drama, and even some musical comedy-drama. It is a drama based on a real life situation. Also a drama based on real events, it may be a good one. Why did you recommend this movie? Why did you accept the movie? It is a musical, which I enjoy. RECOMMEND Not Without My Daughter Drama based on real life situation Hi! Could you help me find a good movie? Why did you accept the movie? Why did you recommend this movie? ACCEPT."
['Shrek'],"Yes, love animated movies, especially if they can make us laugh. Does your family like animated movies? I have two in mind. RECOMMEND Shrek Why did you accept the movie? it's animated and about monsters I'm looking for something I could watch with my family. I have one about an ogre, and another about a rabbit that's also has live-action elements. Let's hear it! ACCEPT. Okay, hope you like this one! Why did you recommend this movie? I prefer movies about monsters, so I think the ogre one suits me better. It's an animated movie that I can watch with the whole family and it includes monsters."
"['Rain Man', ""Monster's Ball""]","ACCEPT. I love Tom Hanks! That's what I'm here for! I want to first ask the most common genre that you watch. Hi there! I'm looking for some movie recommendations! Can you help? Why did you accept the movie? Sure! Well, I really like 90s comedies, but I also enjoy dramas. It's a good drama with comedy notes, and won an academy award. ACCEPT. Why did you accept the movie? Tell me your top three movies. RECOMMEND Rain Man It stars Billy Bob Thorton, and it's a drama. It's also romantic. I think this is a decent match. I think I'd like this romantic drama! Any action movies? Also, who are your favorite directors? No, I don't like animated movies. I did like E.T. though! RECOMMEND Monster's Ball I believe I've narrowed down two recommendations here... Do you happen to like Tom Cruise, Tim Allen, or Tom Hanks? Hmmmm, I like Something About Mary and Shakespeare in Love! Do you have anything like that? I like a romance-comedy directed by John Madden, a comedy by the Farrelly brothers, a drama directed by Billy Bob Thornton, a Steven Spielberg sci-fi, and a boxing saga directed by John Avildsen. Thrillers aren't really my thing. I seem to like late 90s Academy Award winning films! That's interesting. Would you happen to like a thriller? Thanks, I think you'll like Rain Man better. It's a little different than what you've seen, but it's a great movie. A classic. Why did you recommend this movie? Why did you recommend this movie? I have a couple I'd recommend, do you like any animated movies by chance? I think I will too! I can't wait to watch! Thank you! This sounds like a good one!"
"['City by the Sea', 'Mulholland Drive', 'Fight Club']","ACCEPT. Seems to fit me. They like Donnie Darko which is kind of a weird movie, so Fight Club is also sort of a weird movie. They also like drama and this is one drama in the list from the 2000's. i think it fits well with me. I like Donnie Darko, Jake Gyllenhaal Why did you accept the movie? Think I will enjoy the actors in it. Why did you accept the movie? American neo-noir. Why did you recommend this movie? What genre do you like the most? Hey, I like movies from the early 2000's RECOMMEND Mulholland Drive They like neo noir and they like movies from 2000's Why did you accept the movie? How about Martin Scorsese, do you like him? RECOMMEND City by the Sea It seems like I enjoy movies that have cowboys in it and movies that focus on drama. RECOMMEND Fight Club ACCEPT. What are some actors you like? What other genres do you like? Do you have any favorites? Why did you recommend this movie? ACCEPT. Why did you recommend this movie? Never heard of him."
